@relation train
@attribute text String
@attribute Sentiment {negative,neutral,positive}

@data
'Osama: As for the cats now the auto medics cant figure out the exact cat that is blocked or whether the o sensor is bad. I just took my car home for now I really wish I was in lagos. Scan was done this morning with the following codes; P P P & P. Or should I just change the whole exhaust system with a new one?Am I missing something here? How do bad cats come into this saga? Your codes do not show bad cats. They are all related to your oxygen sensors: theyre either bad or the connections are shorted. Only one sensor appears to be free  BS. You have two cats  might as well gut them for now. The only thing I find puzzling though is that the code P is not applicable to the VK engine that yours is since you have an FX. Maybe its of little consequence. Dunno. Or maybe the new ECM... Out of curiosity  whats your VIN?                                      ',negative
'respect customer privacy  mask that plate number                                           ',negative
'jodeci: Thanks Costee which cover pan are you talking about? Is it the one that covers the gear box and holds the ATF? Would i have to drain before i can do that?Yes  the one that covers the gearbox underneath. Yes  the atf would have to go. But as Nissparts asked  what symptoms do you have? Maybe youd have to erase the code and watch whether itll come back.                                        ',negative
'Hello gud ppl. Nissan Altima  auto. .L I noticed anytime my battery gets disconnected and reconnected  theres laboured gear shift;especiallywhen climbing hills. issue usually sorts itself out after a few miles or driving cycles. In addition  climbing hills isnt as smooth as it used to be. After gear   the engine would have to be revved to like rpm before it shifts to gear  and above. pls any idea on whats happening? spark plug related? gearbox related? pls I need help because Ill need to travel to lagos soon and I m scared of driving in such condition + I dont know much about cars mechanical parts... kindly note that I DONT have any other symptoms of failing gear box like: delay in gearshift from P to D or R; sudden change gearshift when maintaining same speed etc.                                         ',negative
'kayswag: Hello gud ppl. Nissan Altima  auto. .L I noticed anytime my battery gets disconnected and reconnected  theres laboured gear shift;especiallywhen climbing hills. issue usually sorts itself out after a few miles or driving cycles. In addition  climbing hills isnt as smooth as it used to be. After gear   the engine would have to be revved to like rpm before it shifts to gear  and above. pls any idea on whats happening? spark plug related? gearbox related? pls I need help because Ill need to travel to lagos soon and I m scared of driving in such condition + I dont know much about cars mechanical parts... kindly note that I DONT have any other symptoms of failing gear box like: delay in gearshift from P to D or R; sudden change gearshift when maintaining same speed etc. no helpful answers after  days? ... so much for a Nissan Owners Forum Im outta here!!                                         ',negative
'lomomike: Dont even go down that lane  its never gonna be funny. DONT trust that evil mechanic. Automobiles are precise engineered with much consideration. The  pathfinder have Torque:  ft-lbs. @  rpm Horsepower:  hp @  rpm which comes from a .L V with speed auto gear which pulls a  ibs/ kg RWD or  ibs/ .kg WD body. How would you compare a pathfinder  which have Torque:  ft-lbs. @  rpm Horsepower:  hp @  rpm from a .L V with speed auto gear which pulls a  lbs/kgRWD or   lbs/ kg WD body. Now from the data Ive given above  I dont think the .L v of a  pathfinder can sit well inside the engine bay of the  pathfinder. Even if it does  youll have to battle with all the sensors and ECU  gearbox  and differentials. If youre done  another big challenge comes which is how lazy the car will become  how boring and heavy the body of the  will be on the .L V  pathfinder  this will cause excessive fuel consumption  premature wear  and in no distant time  will cause engine damage. You also need to think of the huge financial implication of starting such unworthy venture  running and trying to unsuccessfully maintain this scary experiment. DONT EVEN THINK about it pls. thanks a lot                          ',negative
'Costee: Have the alternator voltage and the grounds been checked? The grounds were all checked with the first mechanic & the present mechanic confirmed the alternator gives .- volts. Yeah the number is Q MEC - B . CODES : P  P  P  P  P  P & P.                                       ',negative 
'Hello  Ive encountered a problem with my  infiniti qx WD  it does not rev up to rpm again when I kick my foot down on the throttle and also doesnt accelerate properly. Please what might be the possible cause and how do I fix it?                                          ',negative
'pls i hear hissing sound from the vent when the ac is running pls what is the cause and solution if any?                                            ',negative
'jodeci: Yes factory air condition. Nissan pathfinder. Service your nozzles and throttle head. give me a feed back if that has been done',negative
'depair: pls i hear hissing sound from the vent when the ac is running pls what is the cause and solution if any?What kind of car is it well possible cause is if your cabin filter very dirty and secondly is if some of your vent is not opened properly.Pls those your car cool very well despite the hissing sound your hearing.                                           ',negative
'Goodday house  pls with a budget of k to . mil  any idea of what car to get as it would be my first car??                                          ',negative
'Shagati: So I am out of town but I have been following developments remotely. One question for the followers of this thread: What is the easiest (quickest) way to significantly change the exterior look of a project car? First correct answer wins nothing recharge card of choice Nigerian network Modified: Prize now included full car wrapping in printed sticker.                                            ',negative
'OgaKazeem: I really admire the efdort you are putting into this bae ... Good work @opThanks boss                                            ',negative
'Costee: VIN: NALEC Model Series: L Production Year: Sept  Colour: Super Black Interior Colour: Frost Engine: QRDE Trim Level: S Trans: AT ECM Part Number: -J Newer part numbers are:-J; and -J. In other words  you could use any ECM with any of the three part numbers. @costee and nissparts  please do you have any of the ECM above?                                          ',negative
'beetee: Dear Nairalanders.. I have a nissan sentra  model  but i have been having issues with the ignition coil. I have changed the coil several times. last week i changed all the  ignitions coils and three days later two of them went bad. please anyone with any idea on how i can have a permanent fix of this problem. I trust you have gone through the link I posted in your thread. You either have a grounding issue or your catalyst(exhaust) is plugged up                                           ',negative
'Good day experts in the house. My Infinity fx  model started displaying Airbag sign on the dashboard. When I scanned it  it gave me the error code    B side module LH [Open]   Please what is the explanation to this and how do i resolve this? Experts Siena  Nisspart..... .etc please dissect this.                                         ',negative
'angelinvestor: I am in Imo state. I took delivery of this car in November ......... Your FX pre-order deal inspired me to get mine..............Now we meet here again!! Hmmn na wa  there is someone GAZZUZZ of nairaland introduced me to in PH here. I went to his place and discussed with him in detail and he looks good to me  when I have the time I would take my  there. So you cant drive that car for now.I would have suggested you bring it down to PH so we go to that place together.                                          ',negative
'Costee pls hit me with your number.                                            ',negative
'icemann: You both might be right if you specified the years. What year are there cars? bmw X=   infiniti G= /... The camry V is damn fast. With a /  quarter mile will be accomplished at mid secs or less. Same as the accord and the G. But the G is RWD so i guess itll be the best handler among these                                          ',negative
'protocol: bro toks Toyota corolla drops water on d front passenger foot mat. is it normal? No is not.check if your drainage hose is dropping water outside.                                            ',negative
'De SunShine Kitchern & Catering Services Specialize in all kinds of Event Planning&Management Â¤ Cakes Â¤ Classic Decoration Â¤Indoor &Outdoor Catering Services Â¤Buffet ServicesÂ¤Waiter & Waitress Services  (Tray Boys & Girls Services)  Rental of Cooking Utensils like Pots Spoons Plates Buffets etc No  Ogume Road  obiruku Delta State.  and                                    ',negative
'pitastephen: Hello  thanks for the prompt response. Condenser was replace of recent  Gas was also refill weeks back.Pls dont the car get cool when you drive faster                                          ',negative
'fortunejum:  ..this is what is happening to my car ac but I am told that my car ( Toyota Camry?) does not have cabin filter. what should I do?It has filter the filter in your car is a net type but if the filter has been removed and the same problem still persist that means your evaporator is dirty.                                         ',negative
'Bigade: Pls  how much is scanning and diagnosis  I reside in Mowe  Ogun state I dont know  I dont reside in Ogun state bro.                                        ',negative
'DorisK: I dont hav a car yet bt I lov talking about cars cos I Lov driving. Currently am obsessed wit benZ E-class nd Xs. So cool..... D Belgium I priced sed Mil nd I dont even hv a mil. Hop I fit into d forum You can always start little and get something bigger as soon as funds roll in. I remember when I joined the forum I didnt have a car. Sure you would fit it in.                                            ',negative
'Shagati: Almost done; almost done Still a bit to do then get a proper paint job. Do I hear Anthracite? Or Galapagos? Tabi Titanium? Graphite nko? Suggestions welcome Hmmmm! Pls what is this colour called                                            ',negative
'depair: its a toyota camry  it does not use cabin filter. the cooling is not what i want. i believe its low on gas just my layman submissionin that case make sure you check for leakage before refilling bcuz there is a leakage that is why your gas is low and also they need to vacuum the system before refilling                                          ',negative
'lomomike: Find someone to help you do this. For front passenger window  you turn your ignition to ACC or start the Engine  and door closed. Let someone assist you press the down button on the front passenger side  as he is pressing the button  you should also press the down button of the font passenger window situated at the drivers door side simultaneously. When the window winds down  you two should simultaneously press the Up button of the same window till it winds up follow the sequence  times. Then let the other operator stop and you try controlling the window up/down function that window from the drivers side button to see if it works. If it works repeat process for other windows affected but if unsuccessful  repeat the whole process again. bros its only d front passager window that wind down and up but d drivers side does not wind.                                      ',negative
'Osama: Ok drivers side noted. So with the SES light on now I cant even drive that car?What do you think?Cant tell. Matter of chance till you pull the codes.                                            ',negative
'Please cant we have a WhatsApp forum for this group                                            ',negative
'tkovie: Thanks for the help. I reside in Ghana and we do have two grades of fuel over here SUPER(Normal Fuel) & VPOWER (Performance Fuel) which is more expensive. I guess the performance fuel is same as premium fuel and that is what I buy now but I dont see any difference. It was the same mileage I got with super that I got with the performance fuel. As for traffic  my daily commute doesnt have any serious traffic. The worst traffic I find here is not as bad as the ones in Port Harcourt let alone Almighty Lagos traffic. So I dont think that should have any serious effect. Im not expecting the actual /mpg at least due to the age of the car  but not . Thats totally ridiculous. Any more suggestions are very much welcome. Thanks. Check air in tire  . Run scan to check for any code . . Is your thermostat removed ? . When did you change your spark plugs ? . when did you change air filter ? . You always have AC on ? . How many mins is your commute one way ? .                                          ',negative
'xfay: Pls what is this colour called Take your pick https://en.wikipedia.org/wiki/Shades_of_gray                                            ',negative
'Hello House  i need to know where to get ford spare parts?                                           ',negative
'Hello forum  I had a replacement of my  QX engine early this March. The same engine (replaced one) got knocked today again. Please  I need an advise on where to buy a better engine here in Abuja asap. thanks                                          ',negative
'Does any one know about ikobo in Kaduna                                            ',negative
'Where are you based?                                            ',negative
'Costee: Hey! Leave the G out of that bracket. LOL....I was looking for your trouble                                            ',negative
'mosbus: No is not.check if your drainage hose is dropping water outside. no is not                                            ',negative
'torres: ok please wats the price range of your AC recharge ?Pls let chat on whats app if you dont mind here is my num                                            ',negative
'chikenicholas: Hi Guys  how much can I get Tokunbo Toyota Yaris ? and how reliable are the Nigerian used ones that were initially bought brand new? Yaris  comes with a very reliable nz engine still used in the  model. The vehicle should cost between - depending on how clean it might even get above m. Theres a reason toyotas are expensive.                                           ',negative
'Shagati: So I am out of town but I have been following developments remotely. One question for the followers of this thread: What is the easiest (quickest) way to change the exterior look of a project car? First correct answer wins nothing paint                                            ',negative
'austinreal: My nissan primera p- keeps throwing a P error code  how can it be fixed  also I have a problem with my cooling system  my car was overheating @ a point  and I had to remove the thermostat to solve the problem  right now im procured another thermostat but still the problem persist  how can I tackle this issueThe P refers to issues with the downstream O sensor. Its either the sensors gone bad or its improperly connected. Regarding the overheating  do you mean that it ceased with the removal of the thermostat?                                     ',negative
'The fog light is the convention type while the head lamp is HID. I want to fix HID in the fog lamp.                                            ',negative
'pls i need a nissan primera p GT .                                            ',negative
'Shagati: Interesting angle of the rear  sectionBoss no vex o. I tot d car was black in d beginning... Au come its ash now? Was it painted?                                            ',negative
'bdon: oga mosbus my problem is that am afraid of my Lexus RX  AC compressor failing.My current AC compressor is d nd one i have bought.The first one failed after a year of operation.Please note i didnt change condenser as the AC guy said it was still flowing and not bad  so he flushed with some chemicals and said its ok.Note i had to recharge once within the one year of its operation.Now to my nd compressor i changed it and changed condenser and xpansion v/v ...and d new AC guy i used this time confirmed it was a sienna compressor that the previous guy fixed  so the whole system was thouroughly flushed with chemicals then finally with compressor oil before charging with gas.Currently my AC works fine but am scared of it failing as i spent alot of money already on AC system ...am going paranoid n scared that it might fail again. NB:after the first compressor failure it was opened up and no oil was found inside hence the reason for it seizing.........i will like to know if am over paranoidyou have no issue seems you have replaced those parts has mentioned above.                                        ',negative
'OgaKazeem: For sale abi for dash sir? Planning on getting an E soon for restoration... I go rly need dis rims.... Shagati gimme ur contacts make we talk...For a token they can be yours                                            ',negative
'IKenna  I reside in Abuja n I am looking for a reliable Peugeot  automatic gearbox to replace my defective one. Pls call me . Tanx                                           ',negative
'lomomike: Congrts! Follow club_lexus thread I may post somethings for benefit of lexus owners. Ok Sir  Thanks a lot  I appreciate.                                          ',negative
'please i need people with answers to my car problem. my Honda accord bulldog steering is very hard  i have changed  steering pump  steering rack  some hose and even belt  yet it is till hard anyone who has had this problem or has a permanent solution for me. please help my shoulders are suffering for it.Thanks                                        ',negative
'Osama: That means I should replace the oxygen sensors too? Just to update how far I went with the repairs. .All  plugs &  coils were replaced. .Engine filter & Cabin filter replaced. Tried starting the car but refused to start.  of the  cats close to the exhaust were removed  car still refused to start and in the process coil went out fortunately I had  spares.                                           ',negative
'Need advise on Nissan Xtrail  V  direct buy from canada.. fuel consumption  maintenance cost  durability etc  will be used here in lagos. thanks                                        ',negative
'Costee: So this overheating is on your dashboard and not in your engine bay? Check you Engine Coolant Temperature sensor. Any SES light? Scan nonetheless.Upon scanning the car  it only gave me a p error code                                           ',negative
'Another Saturday another list of stuff to do Wheel balancing x and alignment                                            ',negative
'yungboss: do you have idea how much the  G AT will cost or the  FX? I also heard they have transmission issues too. I know of no such notoriety.                                            ',negative
'oneniceguy: Hello house  i greet you all. I scanned my  nissan altima and got the following codes: P-Powertrain P-powertrain HOS Heater Control Circuit Low (bank  sensor ) Please what faults does it point at? Thanks For P-Powertrain  check the wiring harness connected to your cars ECU and also check the ground/Earth wiring harness for loose ends/ connection  cuts  frays  rust short circuit  breach and Unclad wire touching themselves or metallic objects etc and amend them. If all doesnt work  your ECU is faulty. P-powertrain HOS Heater Control Circuit Low (bank  sensor ) The code means that there is a problem with the heater element circuit of the heated oxygen sensor. Water getting inside the heated oxygen sensor connector can caused the heated oxygen sensor fuse to blow  which is a very common problem for this type codes. Before replacing the sensor  check for the condition of the heated oxygen sensor fuse and connectors.                                   ',negative
'abbijunaid: Hello Everyone Question  I have an Infinity QX  in the USA  I am moving to to Nigeria with it  . A) I am worried about security as I am being told Car Theft is extremely common and I am not sure if My Infinity is highly desirable to thieves B) Are there companies that can insure my car against Theft in Nigeria C) Are USA Model cars allowed on Nigerian roads. Please forgive my JJC questions  I have been away for a while and not too sure how this things are. I wouldnt mind selling my car here in the USA before coming and buy something else there. A. No it is not B. Yes there are C. Yes they are                                        ',negative
'mokset: My honda accord  ac vent on the left and right of the drivers side doesnt cool as much as that of the passenger sideyour gas level is low or check your heater regulating switch if you mistakenly increase the temperature.                                            ',negative
'Iya Nkechi  abeg give me a plate of goat meat peppersoup and big orijin. Abeg  give Shagati nkwobi and odeku make he take use knack body. This work go long small. We suppose encourage the op. Abeg who get toothpick? Meat debris dey my teeth wey no wan comot. If na me  I go name the car WidowMaker. If you no understand  abeg go watch the review wey Jeremy Clarkson do for that correct machine wey dem dey call McLaren P                                        ',negative
'noob question Is it compulsory you go to a driving school before you get an original drivers license?                                            ',negative
'hello guys! i am about to get the nissan altima  model for a st car and i dont know much about cars how realiable can nissan products be generally especially the altima  compared to its toyota honda kia and hyundai compact cars  model                                         ',negative
'mosbus: your gas level is low or check your heater regulating switch if you mistakenly increase the temperature.The switches are low on both sides so definately  my gas is low. How does vacuuming the ac system work? I have done ac refill before and they never vacuumed for me.                                           ',negative
'You can really be funny. Why not just knock off the exhaust so you can get all the noise you want from the D its ironic how the same car that has efficient fuel consumption and good speed is abandoned for a moaning old lady ... so when are you going East?                                            ',negative
'electrical gurus in tha house.... First  ma nissan prime CVT model doesnt light up the reverse light when its engagged  both bulbs are pretty much working. Secondly  tha break light comes on throughout  i had to remove the breaklight fuse located beneath the dashboard. pls hw do i get this sorted out? Thanx yall                                        ',negative
'Hope its ok.                                            ',negative
'diportivo: nope it simply happened to pass underneath ojuelegba bridge just at the exact time a trailer loaded with paints lost control on the bridge and spilled its contents on the cars below a simple trip to the beginning of this thread wld av answered ur question before u asked it sef u kw how we roll Mr diportivo abeg no kill me with laugh this morning. I guess he mistook this vehicle for the other black bmw oga shagati restored years ago.                                            ',negative
'I am planning to get a company used years old Subaru and I want to know what the maintenance is like availability of spare part availability of mechanics and any useful info . Thanks                                          ',negative
'nissparts: What symptoms do you have? Symptoms include: Ses light on delayed gear transition/selection increased drag resistance slowed take off. Regards.                                            ',negative
'Hello House  I will appreciate if anybody can share the cons of Infiniti FX excluding fuel consumption.                                           ',negative
'lomomike: For P-Powertrain  check the wiring harness connected to your cars ECU and also check the ground/Earth wiring harness for loose ends/ connection  cuts  frays  rust short circuit  breach and Unclad wire touching themselves or metallic objects etc and amend them. If all doesnt work  your ECU is faulty. P-powertrain HOS Heater Control Circuit Low (bank  sensor ) The code means that there is a problem with the heater element circuit of the heated oxygen sensor. Water getting inside the heated oxygen sensor connector can caused the heated oxygen sensor fuse to blow  which is a very common problem for this type codes. Before replacing the sensor  check for the condition of the heated oxygen sensor fuse and connectors. Thank you very much sir. God bless you                                    ',negative
'LeJeun: Boss.... I am considering a i Whats your take? I personally would pref a bigger engine but thats just me. You didnt specify year                                            ',negative
'drumma: @costee... im back sir sorry i havent been here one witch decided not to allow meHave you gone through the TSB I forwarded to your mailbox? I think it holds the key to your issue.                                            ',negative
'Flushing and Cleaning the A/C System Once an AC system has been contaminated or has suffered a failure  the most important part of the AC service to restore the cooling performance to the system = FLUSHING WITHOUT proper flushing procedures  seizing a new or rebuilt compressor is a real possibility. What is flushing ? Flushing is performed in order to remove all contamination (dirt) from the system. The smallest particle of contamination cause restriction and problems for a good function of the replaced compressor. It takes less than / of a teaspoon of debris (dirt) to completely restrict flow of refrigerant and oil in the typical auto AC system. Cleanliness and proper flushing procedures are very important Why / When flushing ? The AC compressor must be lubricated at all times. The AC compressor is the only moving part in the entire system and the only reason for oil in the system. The oil is being circulated throughout the system  that means that all the components (condenser  hoses  tubes  evaporator  drier  accumulator) have some coating of oil internally. If any dirt  debris or contamination happened in the system all components are affected . Removing the oil (and oil film inside the components) will eliminate all of the contamination from the AC system. Itâ€™s the oil that attracts and holds contaminants within the system. Remove the old oil = remove the contamination. The AC system must be flushed whenever the AC compressor is being replaced/removed or whenever there is indication of contamination within the system. Make it a habit to remove and inspect the orifice tube (if the system is so equipped). The orifice tube inlet filter screen will always tell a story about the condition of the auto AC system. Any debris or foreign material found on the orifice tube should cause you to look for other indications of contamination.Dismantle AC system and remove components not being flushed Never attempt to flush the following : . High side muffler assemblies . Receiver driers . Accumulators . Compressor . Expansion valves or orifice tubes The condenser and evaporator should be changed pending on how thick the contamination is in the system and also if the car uses electronic valve control switch I advice you change the condenser and evaporator.                                  ',negative
'bro toks Toyota corolla drops water on d front passenger foot mat. is it normal?                                            ',negative
'ericok: tell to get the Toyota highlander if he is looking for cheap parts Na lie. Highlander parts aint cheap. If its cheap  its sub-standard fake china product/part.                                           ',negative
'Last week Friday l had  coils blown out  went to the mechanic close by and he changed the bad coils  all was fine again until yesterday again with same thing happening. Prior to this the car was idling with the AC on for about  minutes waiting for someone  called the mechanic again he tried everything possible with no head way. .He cleaned all  plugs. .He changed the bad coils but as soon as l start the car its blown again. .He checked the air filter which was badly clogged but he dusted it before replacing it. His advice was to disconnect the thermostat grin grin grin l just laughed inwardly change the radiator from the single cell to double cell. My plan is to scan the car again next week  change all  plugs and  coils  the temperature gauge has always been in the same position since I bought the car  I have a feeling I need to flush the radiator. Any ideas from the house?                                     ',negative
'I just got a Nigerian used  Nissan Murano today. Please I would like help on these issues. . I have changed the engine oil today but the   Check Engine   Light is still on . The ABS light is always on . I get the smell of burning oil OR hot oil from the AC vents a while after driving with the AC on . I would like every necessary advise no matter how little on precautions to take and what I need to do because this is my first time using a murano. Thanks PS: The car drives well and the gear selects well too.                                            ',negative
'[quote author=Shagati post=] Very correct!  aka V-Boot Out of the abundance of the heart na im I take type See the abundance below:[/quote That car was for sale on Olx had to restrain myself  sec extremely clean without that body kit though Enough derailing!!! From me                                           ',negative
'nissparts: You forget that in Nigeria  it can take a driver a year to clock  miles A year .. Woow. Seems like people dont drive that much there                                           ',negative
'chukel: check the switch that should trigger your fan when engine temperature goes up. Your fan may not be coming up spontaneously unless ac is switched onValid point.                                            ',negative
'GAZZUZZ: You can get toks in ladipo market lagos  about k a set. Thanks Gazuzz for the reply. although I have already reposted it on your thread. How reliable are the toks from ladipo. Are there new ones? how affordable are they? Can this issue be responsible for poor fuel economy?                                           ',negative
'Bad timing replace ... Take a picture of the tensioner                                            ',negative
'Shagati: For a token they can be yoursAu can I reach U bros?                                            ',negative
'I just drove an automatic car for the first time I seem to enjoy it   but I an afraid with the story that it is difficult to move an Auto car the moment it devlop any problem e.g you can not push to start. Is it this true or is there any other way one can move an auto car while in no motion.                                           ',negative
'OK Guys  so I had an interesting experience with my  FX yesterday. Was driving on MB at night and all of a sudden the car could not accelerate anymore  checked the dash board and noticed the dash board lights were on and the brakes as well as steering started getting hard. I knew the car has just gone off. I managed to navigate to the edge of the bridge and switched off the car. Started the engine and the car started but went off immediately. Tried doing it again but this time around pressing the accelerator to rev the engine in order to stop it from going off again but the engine wont rev and car died. I Then called my mechanic and described what happened and he told me to check the filter in my airflow meter to confirm if it was torn and alas it was torn and worn out. Was told to remove the filter and start the car and to my greatest surprise everything was back in order and car moved fine. Drove it home with no issues after removing the torn filter. Had to go get a replacement filter this morning. Just to share this piece with my Infiniti FX users  never knew a torn filter would cause a car to behave like this way.                                         ',negative
'Boss.... I am considering a i Whats your take?                                            ',negative
'Omeizy: Sup bro I really commend your good work so far please is there soft or hard cabinet filter for Toyota yaris  model yes..... There are two types: dust (paper type)and dust and odor(charcoal type). The dust type cabin air filters can trap particles as small as . microns  which include things like pollen  bacteria  mold spores  even exhaust soot and smoke. Most dust filters will stop  percent of all particles that are  microns or larger in size  and  to  percent of particles  to  microns in size. The combination dust and odor filters have a layer of activated charcoal or baking soda to absorb odors and air pollutants. Some of these filters may even be lightly scented to enhance the driving experience. The recommended replacement interval is typically every   to   miles for dust-type filters  or once a year for combination dust and odor cabin air filters.but because of naija environment i always advice me client to clean there cabin filter every  month depend on the area you live.                                   ',negative
'dubem: oh yeah! Lol! The baby is fine o! I planned to travel to East  weeks ago when i commenced my Leave  but i had to cancel the trip to take care of a personal matter that needed urgent attention here in Abuja. Before that time  i was in a confused state. I couldnt choose which car to do the trip with. I even had to do tum-bum tum-bum. Lol! At the end  i choose the . My daily driver  the D  is a very quick car and more powerful than my baby  in terms of engine output. The fuel economy is very impressive.The other day  at k rpm on th & th gear on Abuja expressway  it was getting L/ km. When i switched it to mpg  it got + mpg. I was very impressed. This is a consumption some newer Is dont even get  yet a  model V could do that. But  the car could so too quiet for my liking on highspeed sometimes. Which was why i chose to do the trip with the . The  maynot be as fuel economical as the SV D  but it gives one the feeling of the speed you do with its impressive noisy roar when on highspeed. It can be very fun  abeg! Funny enough  the engine torque of my Baby is more powerful than my SV D at low rpm. But what can i say  i love them both. Ikenna                             ',negative
'Shagati: Almost done; almost done Still a bit to do then get a proper paint job. Do I hear Anthracite? Or Galapagos? Tabi Titanium? Graphite nko? Suggestions welcome Hmmmm!Oh My Word!!! I am in love Na BMW fyn like dis?                                            ',negative
'Hello folks Please can anyone here help me with some information about whether Coscharis Motors also sells used vehicles? I really cannot yet afford to buy a brand new vehicle from them  but because I hear they have high-class maintenance  I would go for a used vehicle from them? I have searched online several times but I cant find this information about them. Also  if anyone could just give an idea/example of how the prices differ between their new and used car. Possible prices specifically for a used newer model Range Rover (from - preferably) would be greatly appreciated so that I can budget accordingly. My gratitude in advance to whoever can help me out here!                                         ',negative
'xfay: Do you know a good shop from experience that can do close to factory finish cause am afraid!!! to paint my carAre you in Lagos? Dem dey but plenty $$$ Not sure Gazzuzzz will work on a Merc but you can try. Nice  CoupÃ© by the way                                            ',negative
'Costee: Supported. Good luck.                                            ',negative
'aribolseg: hello house I have a Nissan Altima  .L engine CVT. Ran a diagnostic checks today and got the following codes Â· P Â· P Â· P Â· P Noticeable symptoms Â· Car accelerates slowly when starting up and when climbing steeply hill or bridge even if the accelerator is pressed to the floor. Â· Engine shuts down mostly at slow speeds when the car starts up- (the lights on dashboard remains on) Â· speedometer drops to zero when speed limits reaches like kmh. at this point the yellow key light comes on but the car continue driving but seems to lose power. Â· Steering wheel hard a little Â· The transmission still selects gear. can anyone help with the above.P is to be most dreaded because it just might be the beginning of the end of the cvt. But it may well (hopefully) have been triggered by the other codes. There are some two or three variations to the  Altima and before I can make comments on the codes Id want to be certain were specifically dealing with your car. This can only be done through your VIN. Are you disposed to post it? Or you may call me to do some brainstorming.                                            ',negative
'OgaKazeem: E dey na.... Ask Diportivo... E go supply am for U Diportivo no yarb me o.... Be like say you don chop crocodile pepper.....                                            ',neutral
'Shagati: Hehehe. Well done sir  you do well On loyalty  which is very difficult these days  please check out what the Koreans have done to the Stinger Down GAZZUZZ; DOWN!!!                                         ',neutral
'Following thread with surreptitious envy                                            ',neutral
'@nissparts please they said my SLIP & VDC OFF LIGHT ARE COMING ON PLEASE WHAT CAN I DO TO THIS ?                                            ',neutral
'@dejimi If youre lucky its just low on transmission fluid and you havent destroyed your transmission yet. Transmission filter could also be clogged. Check your transmission fluid level soon!                                            ',neutral
'Shagati: Wheels it IS! Give any guy (touch wood) a set of wheels  wheel spanner and jack (dont dare forget boulders with which to shock the vehicle or you will end up going to collect your car from inside the canal where it has rolled into ) and he will install/swap out your set of wheels. No specialist experience required (touch wood again!) Inception  contact me for your Nk recharge card. Boss  Im following oh. PLEEEEASE I would like to get those BBS wheels follow come wheels youre removing. Im about starting an e restoration. Procurement still in process. Thanks and I hope Im not too late                                         ',neutral
'Interesting angle of the rear  section                                            ',neutral
'dumo: Those wheels looks really nice on that bmw. Just how i imagined it would be.                                            ',neutral
'Vanity shot                                            ',neutral
'GAZZUZZ: test drive tomorrow? What say you? Done! Indicate time and place                                            ',neutral
'The ex-wheels are available if anybody wants them. Original BMW BBS jx Complete with centre caps Needs a good wash then install. Where are my E restorers? Pm if interested                                            ',neutral
'mammanbawa: Well w is the bambalasta sir I think we are referencing two different pictures....that the point of the confusion                                            ',neutral
'lungwun: Oh look  Shagati has a thread on this car! Just caught up. First things first  do not ruin the M engined car with smoked rear lights  keep it classy with the facelift rear lights with the white and red lenses. If you are changing the fronts  do not go with white  keep the indicator lenses true to the period and maintain the Amber colour. For colour  do for one of the period specific bmw individual colours such as Mora red metallic () or BarbadosGruen metallic (/) I am partial to TitanSilber metallic () which I reckon is the current colour on the car (or Aspen silber) and naturally  since my former BMW was this colour  StahlBlau Metallic (). Remember  this will be my car so I have to ensure you treat her tastefully Uploaded images in this order . Mora metallic . BarbadosGruen . StahlBlau Metallic Aha! A long  specific post from the   Long One  . To be expected though. Two options at the beginning were apparently to go purist (classy) using OEM colours and upgrades OR showpiece using best in class aftermarket bits. You are obviously a puritan hence your suggestions; they are suggestions right? Yes she is currently TitanSilber metallic which is a colour I love as well but that has to go as it doesnt fit with future plans for her. Your comments are noted but do realise that some offers to take her off my hands   as is   have come in via pm. Naija ppl have got no chill at all. Today is a slow Saturday as no work is planned on her. Will keep you updated Modified Current colour is ARKTISSILBER METALLIC                                  ',neutral
'mammanbawa: Ride on sir. Were waiting.Cool                                            ',neutral
'EgunMogaji: The poster above asked an interesting question. I know this car is a V but has anyone seen a  series with less than V engine? I saw an S or some such nonsense one day. Why would anyone put a  cylinder engine in such a behemoth? Why would anyone buy it? Never seen a -pot. The E had a straight- i amd also a -cyl d available for Europe What is an S?                                            ',neutral
'aaidel: i think he meant the S D Yup. Correct                                            ',neutral
'laivwire: At last. Still waiting on scammer too to give updates on the flooded Avalon he wants to bring in through Benin Are you a demeanor?                                            ',neutral
'dumo: white elephant project. thats true oh  we almost forgot. abeg where is the thread again.... make I say hi                                           ',neutral
'Lexusgs: Are you a demeanor? What is a demeanor?                                            ',neutral
'Shagati: What is a demeanor? laivwire: Just about to ask the same thing lexusgs over to you sir I hope the definition of a demeanor is now clear as day.............                                            ',neutral
'Thanks!! I will be buying a clean title e i soon  but Im sure this would come in handy. I have never actually painted a car because all the paint jobs Ive seen are trash. I have even been to Sikkens at Akoka to look at their work...and i left very unimpressed. Hope you dont mind sharing location/number or something. Hopefully  their quality still dey kampe Shagati: In bold above                                          ',neutral
'Hello sir Could you please assist with contact details of your alloys man. Need to urgently refurbish some alloys Thanks                                            ',neutral
